id,body,picture,actor,time,class,experiment_group
771,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,normal,var9
772,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,normal,var9
773,"This is what they're giving kids in movie theaters these days.  It's definitely creative... but even one of these sections would send my little man through the roof, so dad had to take over.",IMAG0039.jpg,john73,21:15,normal,var11
774,I can't take credit for cooking this one - that goes to my wife. But I told her it looked so gourmet that I had to post it!,IMG_20160710_214258.jpg,john73,365:16,normal,var12
775,"Folks, you heard it here 1st! A peach skewered and roasted over coals is a sweet and soft treat. Be sure to peel the skin of before eating. 🍑",IMG_20160821_070318145.jpg,Jcole9,-27:17,normal,var9
776,"This brisket was not bad, but let's be honest, I've done better.",IMG_20170323_183218.jpg,Jcole9,-04:18,normal,var10
777,Normally I'm a meat man but i tried my hand at a new biscuit recipe this morning. This one has cheddar cheese and some of the same herbs that we use for the chicken seasoning.,IMG_20170305_133402.jpg,Jcole9,20:19,normal,var11
778,Close up of the biscuit so you can see the cheese.,IMG_20170305_133410.jpg,Jcole9,20:21,normal,var12
779,I'm going to wrap these in foil for the grill tonight,IMG_20160806_120708.jpg,Jcole9,364:20,normal,var9
780,Presenting the results of testing the new bread pan my bf got me!  It's so square :D,IMG_20170101_212355.jpg,kittycatbakes,-28:21,normal,var10
781,"My very first attempt at homemade bagels! There are several things you have to do to make them ""bagel-y"". I succeeded at the boiling process so they have bagel-like texture, but I didn't manage to find the malt powder to give them that extra bagel flavor. Still great with cream cheese though!",IMG_20161029_090816186_HDR.jpg,kittycatbakes,-05:22,normal,var11
782,New kind of sourdough loaf! This one has a super crunchy crust and slices really well!,IMG_20170305_194214.jpg,kittycatbakes,19:23,normal,var12
783,"Throwback to when my bf and I got Starbucks in China and they labeled our cups ""foreigner""! 😂",IMG_20160818_151848.jpg,kittycatbakes,363:24,normal,var9
784,Another trial - pane sesamo! The recipe was from an old Italian cookbook that was a gift from my dad. The inside has a great sesame flavor too. Will definitely be making this one again.,IMG_20170121_233751.jpg,kittycatbakes,387:25,normal,var10
785,my bf put this adorable spread together for my birthday.  those are roasted purple carrots in there with the microgreens!  he really knows how to make a girl happy (hint: it involves naturally sweetened whole grain nut bread...),chris-lawton-165884.jpeg,bblueberryy,-06:26,normal,var11
786,the best juices in Jeff City! Left: Carrot & mango. Right: banana & greens.,IMG_1153.JPG,bblueberryy,18:27,normal,var12
787,this veggie panini was perfect! there was the perfect amount of avocado to keep it juicy. I definitely did not miss the meat or cheese!,vegan1.jpg,bblueberryy,362:28,normal,var9
788,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,victim,var9
789,"this is the cake I got for my mom for her b-day. enjoy, others",IMG_20161009_190757.jpg,mateoV,17:31,normal,var11
790,good looking chicken my wife made. hope its good enough for my $14 bonus lol,IMG_20150907_005746.jpg,mateoV,385:33,normal,var12
791,"look at this PERFECT tomato from my dad's garden! the color is not exaggerated at all, it really is that bright in real life! #nofilter",IMG_20160819_120242814.jpg,breathe_in,-08:34,normal,var9
792,making our own sushi! My rolls all came out uneven and squished so I got a picture of my friend's instead.,vegan3.jpg,breathe_in,16:35,normal,var10
793,a little ranbow salad! soooooooooo much chopping though :P  #eatclean,vegan6.jpg,breathe_in,360:36,normal,var11
794,"tomato, broccoli, and cauliflower casserole for the week. Plus just a little bit of goat cheese, of course ;) #eatclean",IMG_0845.JPG,breathe_in,384:37,normal,var12
795,sno-cone + whipped cream? I'll take it.,20130801_030411000_iOS.jpg,jupiterpride,-09:38,normal,var9
796,chinese-style shaved ice! this stuff is amazinggggg 🍧,image-20161206_140042.jpg,jupiterpride,15:39,normal,var10
797,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,normal,var9
798,I feel like I've had a lot of shaved ice/ice cream lately? but this one was matcha flavored and had pink mochi AND pink pocky garnishes <3,IMG_20150531_131752440_HDR.jpg,jupiterpride,383:41,normal,var12
799,"homemade pizza w/ pesto, chicken, artichoke hearts, and feta cheese. The edges got a little burned but the flavors were great.",IMG_20141129_192628.jpg,artisanalways,-10:42,normal,var9
800,"first homemade dumplings! There's pork, spring onions, and cabbage inside. eaten with napkins left over from Christmas.",IMG_20141226_110500.jpg,artisanalways,14:43,normal,var10
801,dinner I forgot to post from a few nights ago - spinach salad w/ shrimp!,IMG_20170125_175759.jpg,artisanalways,358:44,normal,var11
802,"I spent for freaking EVER putting the carrot/zucchini/squash slices in place for this tart nd I COMPLETELY FORGOT TO ADD SALT. It's pretty enough that Id make it again but... do better next time, Riya!",vegan2.jpg,artisanalways,382:45,normal,var12
803,"for once I got to the dining hall early enough that there aren't randos in the background of my breakfast photo. ",zhifei-zhou-28092.jpeg,_aikira_,-11:46,normal,var9
804,"texas waffle, baby!",IMG_0133.JPG,_aikira_,13:47,normal,var10
805,"look at this bundt cake, my mama would be proud lol",20170503_012856000_iOS.jpg,_aikira_,381:49,normal,var11
806,"dinner with the fam: sweet potato casserole with marshmallows. I baked it without the marshmallows until it was basically done, then put them on and put it under the broiler. And then of course I had to check it obsessively every minute or so to make sure they didn't burn.",20131116_001622291_iOS.jpg,lee.alexa,-06:01,cohort,var12
807,"strawberry and white chocolate scones for breakfast tomorrow. the dough was really sticky, I kind of think I may have used too much flour in the course of rolling/placing them... but nobody is going to complain because unless they combust in the oven they're going to be great.",20170515_214826603_iOS.jpg,lee.alexa,00:31,cohort,var9
808,lunch: the cutest cup of seafood chowder.,IMAG0035.jpg,lee.alexa,15:05,cohort,var10
809,"dinner with the fam: fish *and* shrimp, with brussels sprouts and spinach/potato casserole. the sprouts could have used some more seasoning but overall it was well-received.",IMAG0075.jpg,lee.alexa,17:08,cohort,var11
810,"splurge breakfast: waffle with strawberries, fresh whipped cream, and lemon curd. Jess got the one with chocolate chips but I forgot to grab a pic for y'all.",IMG_0410.JPG,lee.alexa,351:49,cohort,var12
811,"dinner with the fam: stir fried asparagus, chicken & peppers, and rice cakes",IMAG0147.jpg,lee.alexa,366:50,cohort,var9
812,is an afternoon cold brew a bad idea? am I going to be so caffeinated I vibrate myself into an alternate plane of existence? let's find out!,IMG_20160102_110021.jpg,lee.alexa,382:30,cohort,var10
813,"maybe the afternoon cold brew was bad for my heart rate, but it gave me the energy to chop all these veggies and get them marinating for the potluck tomorrow.",vegan4.jpg,lee.alexa,384:33,cohort,var11
814,"dinner with the fam: quiche with onions, goat cheese, ham, and fresh thyme. The onions got a little burnt while baking but overall it was quite good.",IMG_0059.JPG,lee.alexa,385:10,cohort,var12
815,dessert: pumpkin spice ice cream with a ginger cookie!,IMG_20170404_184643.jpg,lee.alexa,-26:59,cohort,var9
816,chili the wife made,IMG_20140208_144331.jpg,Ataylor,-10:12,normal,var10
817,"i made this casserole ",IMG_0925.JPG,Sue_S,05:13,normal,var11
818,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,var12
819,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,355:15,normal,var9
820,all this bread is going to go on the grill,IMG_20150801_105206508.jpg,snowbird,370:16,normal,var10
821,"veggie omelet, healthy as f***",vegan5.jpg,youngcunningham,385:17,normal,var11
822,i loved this ramen (ft. my gf's hands),IMG_5241.JPG,tacoguy,-07:18,normal,var12
823,To this day nothing still beats my mom's good old meatloaf...so good,51.jpg,Smitty12,-02:25,normal,var9
824,who doesnt like a good burger??,54.jpg,Smitty12,04:32,normal,var10
825,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,var11
826,"Not much left in the fridge, had to get creative with leftovers pork and tomatoe soup",50.png,Smitty12,365:07,normal,var12
827,AFTERNOON SNACKTIME !!!,vegan8.jpeg,southerngirlCel,-10:30,normal,var9
828,who knew my water could look so artsy,monika-5.jpeg,southerngirlCel,-01:12,normal,var10
829,"new recipe that I found online >>>> UNBELIEVABLE! If you're looking for tasty, semi-healthy treats check out gwtreats.com",alicja-2.jpeg,southerngirlCel,07:14,normal,var11
830,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,var12
831,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,354:45,normal,var9
832,"Tried something new for the boys tonight. Made a beef teriyaki stir-fry with broccoli....Ryan was a big fan, Sammy not so much. Oh well, I'll take 1 for 2 :)",52.jpg,hockeymom101,-02:43,normal,var10
833,Throwback to some of our spooky treats from last Halloween. It's amazing what marshmellows and a little bit of icing can do lol,55.jpg,hockeymom101,01:17,normal,var11
834,"Still getting used to taking pictures of my food, but I think I'm getting the hang of it...thought this dinner deserved to be shared. YUM",56.jpg,hockeymom101,02:86,normal,var12
835,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41,normal,var9
836,here's my attempt at bruschetta aha not quite as good as Alberni's but not bad....the roomies liked it at least,73.png,SamTHEMAN,12:53,normal,var10
837,"Me and Murph went down to Louies Bar and Grill to watch the game, i couldn't resist taking a pic of their famous nacho platter",71.png,SamTHEMAN,29:15,normal,var11
838,Meatballs baby,70.jpg,SamTHEMAN,376:13,normal,var12
839,"Trying to broaden my horizons a bit, this Spicy Thai Noodle dish was definitley different",58.jpg,SamTHEMAN,387:43,normal,var9
840,Oh... hell... yesssss!,180221-0.jpg,BeardedMatt,357:23,normal,var10
841,Dear all my friends in CA: this is disgusting. No thanks. (No offense but it's bad bro.),180221-1.JPG,MedicalRyan,-20:33,normal,var11
842,Enjoying my favorite chicken parm! 🍝🍝🍝,180221-7.JPG,Lisa181818,-02:30,normal,var12
843,"😂 Seen in Chelsea Market... tried it... it's good ",180221-14.JPG,this_jack,12:30,normal,var9
844,"When you want to be a pot plant but you're actually a dessert.""",180221-6.JPG,PatelS,363:33,normal,var10
845,"New dim sum place in Fort Smith! Best in the state for sure, similar to the one I tried in Chinatown in NYC! ",180221-10.JPG,DonDonDonna,390:00,normal,var11
846,Goofy tongue for a treat from my sweet Ben,180221-21.JPG,EmmaSmith0214,-24:00,normal,var12
847,It's sushi burrito kinda of lunch. 🍣 🌯,180221-2.jpg,B.Mike,-12:35,normal,var9
848,Who knows ethiopian food can be so good!,IMG_7554.JPG,mariaann,-03:27,normal,var10
849,Some cakes that I baked for a pink-loving friend's wedding 💒,IMG_20140214_212805.jpg,mariaann,14:36,normal,var11
850,afternoon tea with my lil sis who really knows how to take a good photo lol,IMG_0485.PNG,mariaann,20:23,normal,var12
851,spicy noodles tonight!,IMG_20170427_181335.jpg,mariaann,-10:12,normal,var9
852,Just my usual diet 🍗🍗,IMG_8786.jpg,thisisalfie1998,-06:18,normal,var10
853,"Had this in NYC, don't know what it's called but it tastes weirdly good lol",IMG_6902.jpg,thisisalfie1998,359:56,normal,var11
854,luke's lobsters is always the best...,IMG_6601.jpg,thisisalfie1998,365:24,normal,var12
855,I'm so hungry i can eat this whole thing by myself...,IMG_20151126_173327.jpg,thisisalfie1998,387:12,normal,var9
856,can't imagine my life without this #paella #blessed #spanishfood ♥️🥘,IMG_2350.jpg,KatieeeM,12:49,normal,var10
857,#tbt to some authentic #fishandchips that I had in London #betterthanamericanfoodlol,IMG_7474.jpg,KatieeeM,16:11,normal,var11
858,"you gotta take advantage of the happy hours, especially when it involves oysters😏😏😏",IMG_6912.jpg,KatieeeM,-03:25,normal,var12
859,AHHHHHH A R2D2 PUMPKIN THIS IS TOO CUTE OMG #starwars #nerdvegetable,IMAG0040.jpg,KatieeeM,03:35,normal,var9
860,A lovely dinner to celebrate our 10th wedding anniversary. Thank you Alice for being the most important person of my life!,IMG_5132.jpg,TimBJenkins,-08:16,normal,var10
861,Took my daughter to thai for the first time and she loved it.,IMG_9155.jpg,TimBJenkins,14:15,normal,var11
862,Ramen for today's lunch with colleagues,IMG_5241.JPG,TimBJenkins,359:57,normal,var12
863,Dinner with a client yesterday. Anybody knows what cuisine this is?,IMG_20161213_213224.jpg,TimBJenkins,375:14,normal,var9
864,Japanese-style fries with mayo and bonito flakes. Real good!,180221-5.JPG,BeardedMatt,389:22,normal,var10
865,"🌮🌮🌮Taco festival at the fairgrounds! ",180221-8.JPG,MedicalRyan,-20:33,normal,var11
866,Egg Benidict for brunch on this Sunny but windy day. Iced coffee was... let's just say I can make better ones at home. Haha.,180221-24.JPG,Lisa181818,15:15,normal,var12
867,#tbt to last year when I was in Chicago having #ChicagoBagelAuthority,180221-17.JPG,this_jack,370:00,normal,var9
868,Cupcake alert at my office today. :D #TeamMicrosoft,180221-15.JPG,PatelS,-01:55,normal,var10
869,"Ramen. ",180221-16.JPG,DonDonDonna,352:00,normal,var11
870,"Visited my brother at Cornell University today and they have their own hotel called ""The Statler"" and it has some amazing curry over rice for $7",180221-3.JPG,EmmaSmith0214,15:15,normal,var12
871,"Hanging out with the bitches today. ",180221-4.JPG,B.Mike,20:20,normal,var9
872,The Boil specialized in cajun in NYC. Looks good to me!,180221-20.JPG,BeardedMatt,-32:44,normal,var10
